Season_Code,Competition_Name,Matchday_Number,Match_Date,Venue_HA,Team_Name,Opponent_Team,Match_Result,Player_Position,Goal_Minute,Score_When_Scored,Goal_Type,Goal_Assist_By,Full_Time_Home_Score,Full_Time_Away_Score,Score_Home,Score_Away
2011/12,LaLiga,27,2012-03-11,A,FC Barcelona,Racing Santander,0:02,CF,28,0:01,Left-footed shot,Cesc Fabregas,0,2,0,1
2011/12,LaLiga,27,2012-03-11,A,FC Barcelona,Racing Santander,0:02,CF,55,0:02,Penalty,No assist,0,2,0,2
2011/12,LaLiga,28,2012-03-17,A,FC Barcelona,Sevilla FC,0:02,CF,25,0:02,Left-footed shot,Andres Iniesta,0,2,0,2
2011/12,LaLiga,29,2012-03-20,H,FC Barcelona,Granada CF,5:03,CF,16,2:00,Left-footed shot,Isaac Cuenca,5,3,2,0
2011/12,LaLiga,29,2012-03-20,H,FC Barcelona,Granada CF,5:03,CF,66,3:02,Left-footed shot,Dani Alves,5,3,3,2
2011/12,LaLiga,29,2012-03-20,H,FC Barcelona,Granada CF,5:03,CF,85,5:02,Left-footed shot,Dani Alves,5,3,5,2
2011/12,LaLiga,30,2012-03-24,A,FC Barcelona,RCD Mallorca,0:02,CF,25,0:01,Direct free kick,No assist,0,2,0,1
2011/12,LaLiga,31,2012-03-31,H,FC Barcelona,Athletic Bilbao,2:00,CF,57,2:00,Penalty,No assist,2,0,2,0
2011/12,UEFA Champions League,Quarter-Finals,2012-04-03,H,FC Barcelona,AC Milan,3:01,RW,11,1:00,Penalty,No assist,3,1,1,0
2011/12,UEFA Champions League,Quarter-Finals,2012-04-03,H,FC Barcelona,AC Milan,3:01,RW,42,2:01,Penalty,No assist,3,1,2,1
2011/12,LaLiga,32,2012-04-07,A,FC Barcelona,Real Zaragoza,1:04,CF,39,1:02,Left-footed shot,Alexis Sanchez,1,4,1,2
2011/12,LaLiga,32,2012-04-07,A,FC Barcelona,Real Zaragoza,1:04,CF,86,1:03,Penalty,No assist,1,4,1,3
2011/12,LaLiga,33,2012-04-10,H,FC Barcelona,Getafe CF,4:00,CF,44,2:00,Left-footed shot,Andres Iniesta,4,0,2,0
2011/12,LaLiga,34,2012-04-14,A,FC Barcelona,Levante UD,1:02,CF,64,1:01,Left-footed shot,Alexis Sanchez,1,2,1,1
2011/12,LaLiga,34,2012-04-14,A,FC Barcelona,Levante UD,1:02,CF,73,1:02,Penalty,No assist,1,2,1,2
2011/12,LaLiga,36,2012-04-29,A,FC Barcelona,Rayo Vallecano,0:07,CF,16,0:01,Left-footed shot,Pedro,0,7,0,1
2011/12,LaLiga,36,2012-04-29,A,FC Barcelona,Rayo Vallecano,0:07,CF,88,0:07,Left-footed shot,Pedro,0,7,0,7
2011/12,LaLiga,20,2012-05-02,H,FC Barcelona,Malaga CF,4:01,CF,34,2:01,Penalty,No assist,4,1,2,1
2011/12,LaLiga,20,2012-05-02,H,FC Barcelona,Malaga CF,4:01,CF,60,3:01,Penalty,No assist,4,1,3,1
2011/12,LaLiga,20,2012-05-02,H,FC Barcelona,Malaga CF,4:01,CF,63,4:01,Left-footed shot,Andres Iniesta,4,1,4,1
2011/12,LaLiga,37,2012-05-05,H,FC Barcelona,RCD Espanyol Barcelona,4:00,CF,11,1:00,Direct free kick,No assist,4,0,1,0
2011/12,LaLiga,37,2012-05-05,H,FC Barcelona,RCD Espanyol Barcelona,4:00,CF,63,2:00,Penalty,No assist,4,0,2,0
2011/12,LaLiga,37,2012-05-05,H,FC Barcelona,RCD Espanyol Barcelona,4:00,CF,73,3:00,Left-footed shot,Adriano,4,0,3,0
2011/12,LaLiga,37,2012-05-05,H,FC Barcelona,RCD Espanyol Barcelona,4:00,CF,78,4:00,Penalty,No assist,4,0,4,0
2011/12,Copa del Rey,Final,2012-05-25,H,FC Barcelona,Athletic Bilbao,3:00,CF,20,2:00,Right-footed shot,Andres Iniesta,3,0,2,0
2013/14,LaLiga,1,2012-08-19,H,FC Barcelona,Real Sociedad,5:01,CF,10,2:01,Left-footed shot,Pedro,5,1,2,1
2013/14,LaLiga,1,2012-08-19,H,FC Barcelona,Real Sociedad,5:01,CF,15,3:01,Left-footed shot,Cristian Tello,5,1,3,1
2013/14,Supercopa,final,2012-08-23,H,FC Barcelona,Real Madrid,3:02,CF,60,2:01,Penalty,No assist,3,2,2,1
2013/14,LaLiga,2,2012-08-26,A,FC Barcelona,CA Osasuna,1:02,CF,74,1:01,Left-footed shot,Alexis Sanchez,1,2,1,1
2013/14,LaLiga,2,2012-08-26,A,FC Barcelona,CA Osasuna,1:02,CF,79,1:02,Left-footed shot,Jordi Alba,1,2,1,2
2013/14,Supercopa,final,2012-08-29,A,FC Barcelona,Real Madrid,2:01,CF,45,2:01,Direct free kick,No assist,2,1,2,1
2013/14,LaLiga,4,2012-09-15,A,FC Barcelona,Getafe CF,1:04,CF,74,0:02,Penalty,No assist,1,4,0,2
2013/14,LaLiga,4,2012-09-15,A,FC Barcelona,Getafe CF,1:04,CF,78,0:03,Left-footed shot,Pedro,1,4,0,3
2013/14,UEFA Champions League,Group Stage,2012-09-19,H,FC Barcelona,Spartak Moscow,3:02,CF,71,2:02,Left-footed shot,Cristian Tello,3,2,2,2
2013/14,UEFA Champions League,Group Stage,2012-09-19,H,FC Barcelona,Spartak Moscow,3:02,CF,80,3:02,Header,Alexis Sanchez,3,2,3,2
2013/14,LaLiga,7,2012-10-07,H,FC Barcelona,Real Madrid,2:02,CF,31,1:01,Left-footed shot,No assist,2,2,1,1
2013/14,LaLiga,7,2012-10-07,H,FC Barcelona,Real Madrid,2:02,CF,60,2:01,Direct free kick,No assist,2,2,2,1
2013/14,LaLiga,8,2012-10-20,A,FC Barcelona,Deportivo de La Coruaa,4:05,CF,17,0:03,Left-footed shot,Cesc Fabregas,4,5,0,3
2013/14,LaLiga,8,2012-10-20,A,FC Barcelona,Deportivo de La Coruaa,4:05,CF,43,2:04,Left-footed shot,Cesc Fabregas,4,5,2,4
2013/14,LaLiga,8,2012-10-20,A,FC Barcelona,Deportivo de La Coruaa,4:05,CF,76,3:05,Left-footed shot,Xavi,4,5,3,5
2013/14,LaLiga,9,2012-10-27,A,FC Barcelona,Rayo Vallecano,0:05,CF,48,0:02,Left-footed shot,Marta Montoya,0,5,0,2
2013/14,LaLiga,9,2012-10-27,A,FC Barcelona,Rayo Vallecano,0:05,CF,89,0:05,Right-footed shot,Cesc Fabregas,0,5,0,5
2013/14,UEFA Champions League,Group Stage,2012-11-07,A,FC Barcelona,Celtic FC,2:01,CF,90+1,2:01,Tap-in,No assist,2,1,2,1
2013/14,LaLiga,11,2012-11-11,A,FC Barcelona,RCD Mallorca,2:04,CF,43,0:02,Left-footed shot,Sergio Busquets,2,4,0,2
2013/14,LaLiga,11,2012-11-11,A,FC Barcelona,RCD Mallorca,2:04,CF,70,2:04,Left-footed shot,Alexis Sanchez,2,4,2,4
2013/14,LaLiga,12,2012-11-17,H,FC Barcelona,Real Zaragoza,3:01,CF,15,1:00,Left-footed shot,Jordi Alba,3,1,1,0
2013/14,LaLiga,12,2012-11-17,H,FC Barcelona,Real Zaragoza,3:01,CF,60,3:01,Left-footed shot,Marta Montoya,3,1,3,1
2013/14,UEFA Champions League,Group Stage,2012-11-20,A,FC Barcelona,Spartak Moscow,0:03,CF,27,0:02,Right-footed shot,No assist,0,3,0,2
2013/14,UEFA Champions League,Group Stage,2012-11-20,A,FC Barcelona,Spartak Moscow,0:03,CF,39,0:03,Left-footed shot,Pedro,0,3,0,3
2013/14,LaLiga,13,2012-11-25,A,FC Barcelona,Levante UD,0:04,CF,46,0:01,Left-footed shot,Andres Iniesta,0,4,0,1
2013/14,LaLiga,13,2012-11-25,A,FC Barcelona,Levante UD,0:04,CF,51,0:02,Left-footed shot,Andres Iniesta,0,4,0,2
2013/14,LaLiga,14,2012-12-01,H,FC Barcelona,Athletic Bilbao,5:01,CF,24,2:00,Left-footed shot,Xavi,5,1,2,0
2013/14,LaLiga,14,2012-12-01,H,FC Barcelona,Athletic Bilbao,5:01,CF,69,5:01,Right-footed shot,Pedro,5,1,5,1
2013/14,LaLiga,15,2012-12-09,A,FC Barcelona,Real Betis Balompie,1:02,CF,16,0:01,Left-footed shot,Andres Iniesta,1,2,0,1
2013/14,LaLiga,15,2012-12-09,A,FC Barcelona,Real Betis Balompie,1:02,CF,25,0:02,Left-footed shot,Andres Iniesta,1,2,0,2
2013/14,Copa del Rey,last 16,2012-12-12,A,FC Barcelona,CÃÂ³rdoba CF,0:02,CF,10,0:01,Left-footed shot,David Villa,0,2,0,1
2013/14,Copa del Rey,last 16,2012-12-12,A,FC Barcelona,CÃÂ³rdoba CF,0:02,CF,73,0:02,Left-footed shot,Alexis Sanchez,0,2,0,2
2013/14,LaLiga,16,2012-12-16,H,FC Barcelona,Atletico de Madrid,4:01,CF,58,3:01,Left-footed shot,Alexis Sanchez,4,1,3,1
2013/14,LaLiga,16,2012-12-16,H,FC Barcelona,Atletico de Madrid,4:01,CF,88,4:01,Left-footed shot,No assist,4,1,4,1
2013/14,LaLiga,17,2012-12-22,A,FC Barcelona,Real Valladolid CF,1:03,CF,59,0:02,Left-footed shot,Xavi,1,3,0,2
2013/14,LaLiga,18,2013-01-06,H,FC Barcelona,RCD Espanyol Barcelona,4:00,CF,28,4:00,Penalty,No assist,4,0,4,0
2013/14,LaLiga,19,2013-01-13,A,FC Barcelona,Malaga CF,1:03,CF,26,0:01,Right-footed shot,No assist,1,3,0,1
2013/14,Copa del Rey,Quarter-Finals,2013-01-16,H,FC Barcelona,Malaga CF,2:02,CF,29,1:01,Left-footed shot,No assist,2,2,1,1
2013/14,LaLiga,20,2013-01-19,A,FC Barcelona,Real Sociedad,3:02,CF,6,0:01,Left-footed shot,Andres Iniesta,3,2,0,1
2013/14,Copa del Rey,Quarter-Finals,2013-01-24,A,FC Barcelona,Malaga CF,2:04,CF,79,2:04,Header,Dani Alves,2,4,2,4
2013/14,LaLiga,21,2013-01-27,H,FC Barcelona,CA Osasuna,5:01,CF,11,1:00,Right-footed shot,Xavi,5,1,1,0
2013/14,LaLiga,21,2013-01-27,H,FC Barcelona,CA Osasuna,5:01,CF,28,2:01,Penalty,No assist,5,1,2,1
2013/14,LaLiga,21,2013-01-27,H,FC Barcelona,CA Osasuna,5:01,CF,56,4:01,Left-footed shot,David Villa,5,1,4,1
2013/14,LaLiga,21,2013-01-27,H,FC Barcelona,CA Osasuna,5:01,CF,58,5:01,Left-footed shot,Adriano,5,1,5,1
2013/14,LaLiga,22,2013-02-03,A,FC Barcelona,Valencia CF,1:01,CF,39,1:01,Penalty,No assist,1,1,1,1
2013/14,LaLiga,23,2013-02-10,H,FC Barcelona,Getafe CF,6:01,CF,13,2:00,Left-footed shot,Thiago,6,1,2,0
2013/14,LaLiga,24,2013-02-16,A,FC Barcelona,Granada CF,1:02,CF,49,1:01,Left-footed shot,No assist,1,2,1,1
2013/14,LaLiga,24,2013-02-16,A,FC Barcelona,Granada CF,1:02,CF,72,1:02,Direct free kick,No assist,1,2,1,2
2013/14,LaLiga,25,2013-02-23,H,FC Barcelona,Sevilla FC,2:01,CF,60,2:01,Left-footed shot,Cristian Tello,2,1,2,1
2013/14,LaLiga,26,2013-03-02,A,FC Barcelona,Real Madrid,2:01,CF,18,1:01,Left-footed shot,Dani Alves,2,1,1,1
2013/14,LaLiga,27,2013-03-09,H,FC Barcelona,Deportivo de La Coruaa,2:00,CF,88,2:00,Left-footed shot,Alexis Sanchez,2,0,2,0
2013/14,UEFA Champions League,last 16,2013-03-12,H,FC Barcelona,AC Milan,4:00,CF,5,1:00,Left-footed shot,Xavi,4,0,1,0
2013/14,UEFA Champions League,last 16,2013-03-12,H,FC Barcelona,AC Milan,4:00,CF,40,2:00,Left-footed shot,Andres Iniesta,4,0,2,0
2013/14,LaLiga,28,2013-03-17,H,FC Barcelona,Rayo Vallecano,3:01,CF,40,2:00,Left-footed shot,David Villa,3,1,2,0
2013/14,LaLiga,28,2013-03-17,H,FC Barcelona,Rayo Vallecano,3:01,CF,57,3:00,Left-footed shot,David Villa,3,1,3,0
2013/14,LaLiga,29,2013-03-30,A,FC Barcelona,Celta de Vigo,2:02,CF ,73,1:02,Left-footed shot,Cristian Tello,2,2,1,2
2013/14,UEFA Champions League,Quarter-Finals,2013-04-02,A,FC Barcelona,Paris Saint-Germain,2:02,CF,38,0:01,Left-footed shot,Dani Alves,2,2,0,1
2013/14,LaLiga,33,2013-04-27,A,FC Barcelona,Athletic Bilbao,2:02,CF,67,1:01,Left-footed shot,Thiago,2,2,1,1
2013/14,LaLiga,34,2013-05-05,H,FC Barcelona,Real Betis Balompie,4:02,CF,60,3:02,Direct free kick,No assist,4,2,3,2
2013/14,LaLiga,34,2013-05-05,H,FC Barcelona,Real Betis Balompie,4:02,CF,71,4:02,Left-footed shot,Alexis Sanchez,4,2,4,2
2013/14,LaLiga,1,2013-08-18,H,FC Barcelona,Levante UD,7:00,CF,13,2:00,Left-footed shot,Pedro,7,0,2,0
2013/14,LaLiga,1,2013-08-18,H,FC Barcelona,Levante UD,7:00,CF,42,5:00,Penalty,No assist,7,0,5,0
2013/14,LaLiga,3,2013-09-01,A,FC Barcelona,Valencia CF,2:03,CF,11,0:01,Left-footed shot,Cesc Fabregas,2,3,0,1
2013/14,LaLiga,3,2013-09-01,A,FC Barcelona,Valencia CF,2:03,CF,39,0:02,Right-footed shot,Cesc Fabregas,2,3,0,2
2013/14,LaLiga,3,2013-09-01,A,FC Barcelona,Valencia CF,2:03,CF,41,0:03,Left-footed shot,Neymar,2,3,0,3
2013/14,LaLiga,4,2013-09-14,H,FC Barcelona,Sevilla FC,3:02,CF,75,2:00,Left-footed shot,Neymar,3,2,2,0
2013/14,UEFA Champions League,Group Stage,2013-09-18,H,FC Barcelona,Ajax Amsterdam,4:00,CF,22,1:00,Direct free kick,No assist,4,0,1,0
2013/14,UEFA Champions League,Group Stage,2013-09-18,H,FC Barcelona,Ajax Amsterdam,4:00,CF,55,2:00,Left-footed shot,Sergio Busquets,4,0,2,0
2013/14,UEFA Champions League,Group Stage,2013-09-18,H,FC Barcelona,Ajax Amsterdam,4:00,CF,75,4:00,Left-footed shot,Xavi,4,0,4,0
2013/14,LaLiga,6,2013-09-24,H,FC Barcelona,Real Sociedad,4:01,CF,8,2:00,Header,Neymar,4,1,2,0
2013/14,LaLiga,7,2013-09-28,A,FC Barcelona,UD Almera,0:02,CF,21,0:01,Left-footed shot,Pedro,0,2,0,1
2013/14,UEFA Champions League,Group Stage,2013-10-22,A,FC Barcelona,AC Milan,1:01,CF,23,1:01,Left-footed shot,Andres Iniesta,1,1,1,1
2013/14,UEFA Champions League,Group Stage,2013-11-06,H,FC Barcelona,AC Milan,3:01,CF,30,1:00,Penalty,No assist,3,1,1,0
2013/14,UEFA Champions League,Group Stage,2013-11-06,H,FC Barcelona,AC Milan,3:01,CF,83,3:01,Left-footed shot,Cesc Fabregas,3,1,3,1
2013/14,Copa del Rey,last 16,2014-01-08,H,FC Barcelona,Getafe CF,4:00,CF,90,3:00,Left-footed shot,Marta Montoya,4,0,3,0
2013/14,Copa del Rey,last 16,2014-01-08,H,FC Barcelona,Getafe CF,4:00,CF,90+2,4:00,Left-footed shot,Alex Song,4,0,4,0
2013/14,Copa del Rey,last 16,2014-01-16,A,FC Barcelona,Getafe CF,0:02,CF,43,0:01,Right-footed shot,Cristian Tello,0,2,0,1
2013/14,Copa del Rey,last 16,2014-01-16,A,FC Barcelona,Getafe CF,0:02,CF,63,0:02,Left-footed shot,No assist,0,2,0,2
2013/14,LaLiga,22,2014-02-01,H,FC Barcelona,Valencia CF,2:03,CF,54,2:02,Penalty,No assist,2,3,2,2
2013/14,LaLiga,23,2014-02-09,A,FC Barcelona,Sevilla FC,1:04,CF,44,1:02,Left-footed shot,Pedro,1,4,1,2
2013/14,LaLiga,23,2014-02-09,A,FC Barcelona,Sevilla FC,1:04,CF,56,1:03,Left-footed shot,Andres Iniesta,1,4,1,3
2013/14,Copa del Rey,Semi-Finals,2014-02-12,A,FC Barcelona,Real Sociedad,1:01,CF,26,0:01,Solo run,No assist,1,1,0,1
2013/14,LaLiga,24,2014-02-15,H,FC Barcelona,Rayo Vallecano,6:00,CF,36,2:00,Left-footed shot,Cesc Fabregas,6,0,2,0
2013/14,LaLiga,24,2014-02-15,H,FC Barcelona,Rayo Vallecano,6:00,CF,68,5:00,Left-footed shot,Alexis Sanchez,6,0,5,0
2013/14,UEFA Champions League,last 16,2014-02-18,A,FC Barcelona,Manchester City,0:02,CF,54,0:01,Penalty,No assist,0,2,0,1
2013/14,LaLiga,25,2014-02-22,A,FC Barcelona,Real Sociedad,3:01,CF,36,1:01,Left-footed shot,Marta Montoya,3,1,1,1
2013/14,LaLiga,26,2014-03-02,H,FC Barcelona,UD Almera,4:01,CF,24,2:00,Direct free kick,No assist,4,1,2,0
2013/14,UEFA Champions League,last 16,2014-03-12,H,FC Barcelona,Manchester City,2:01,CF,67,1:00,Left-footed shot,No assist,2,1,1,0
2013/14,LaLiga,28,2014-03-16,H,FC Barcelona,CA Osasuna,7:00,CF,18,1:00,Left-footed shot,Alexis Sanchez,7,0,1,0
2013/14,LaLiga,28,2014-03-16,H,FC Barcelona,CA Osasuna,7:00,CF,63,4:00,Left-footed shot,Andres Iniesta,7,0,4,0
2013/14,LaLiga,28,2014-03-16,H,FC Barcelona,CA Osasuna,7:00,CF,88,6:00,Right-footed shot,Dani Alves,7,0,6,0
2013/14,LaLiga,29,2014-03-23,A,FC Barcelona,Real Madrid,3:04,CF,42,2:02,Left-footed shot,Neymar,3,4,2,2
2013/14,LaLiga,29,2014-03-23,A,FC Barcelona,Real Madrid,3:04,CF,65,3:03,Penalty,No assist,3,4,3,3
2013/14,LaLiga,29,2014-03-23,A,FC Barcelona,Real Madrid,3:04,CF,84,3:04,Penalty,No assist,3,4,3,4
2013/14,LaLiga,30,2014-03-26,H,FC Barcelona,Celta de Vigo,3:00,CF,30,2:00,Right-footed shot,Andres Iniesta,3,0,2,0
2013/14,LaLiga,31,2014-03-29,A,FC Barcelona,RCD Espanyol Barcelona,0:01,CF,77,0:01,Penalty,No assist,0,1,0,1
2013/14,LaLiga,32,2014-04-05,H,FC Barcelona,Real Betis Balompie,3:01,CF,15,1:00,Penalty,No assist,3,1,1,0
2013/14,LaLiga,32,2014-04-05,H,FC Barcelona,Real Betis Balompie,3:01,CF,86,3:01,Penalty rebound,Antonio Amaya,3,1,3,1
2013/14,LaLiga,34,2014-04-20,H,FC Barcelona,Athletic Bilbao,2:01,CF,74,2:01,Direct free kick,No assist,2,1,2,1
2013/14,LaLiga,35,2014-04-27,A,FC Barcelona,Villarreal CF,2:03,CF,83,2:03,Right-footed shot,Cesc Fabregas,2,3,2,3
2013/14,LaLiga,36,2014-05-03,H,FC Barcelona,Getafe CF,2:02,CF,23,1:00,Left-footed shot,Dani Alves,2,2,1,0
2014/15,LaLiga,1,2014-08-24,H,FC Barcelona,Elche CF,3:00,CF,42,1:00,Left-footed shot,Sergio Busquets,3,0,1,0
2014/15,LaLiga,1,2014-08-24,H,FC Barcelona,Elche CF,3:00,CF,64,3:00,Left-footed shot,No assist,3,0,3,0
2014/15,LaLiga,4,2014-09-21,A,FC Barcelona,Levante UD,0:05,CF,77,0:05,Right-footed shot,No assist,0,5,0,5
2014/15,LaLiga,6,2014-09-27,H,FC Barcelona,Granada CF,6:00,CF,62,4:00,Header,Dani Alves,6,0,4,0
2014/15,LaLiga,6,2014-09-27,H,FC Barcelona,Granada CF,6:00,CF,82,6:00,Right-footed shot,No assist,6,0,6,0
2014/15,UEFA Champions League,Group Stage,2014-09-30,A,FC Barcelona,Paris Saint-Germain,3:02,RW,12,1:01,Left-footed shot,Andres Iniesta,3,2,1,1
2014/15,LaLiga,7,2014-10-04,A,FC Barcelona,Rayo Vallecano,0:02,CF,35,0:01,Left-footed shot,Gerard Pique,0,2,0,1
2014/15,LaLiga,8,2014-10-18,H,FC Barcelona,SD Eibar,3:00,CF,74,3:00,Left-footed shot,Neymar,3,0,3,0
2014/15,UEFA Champions League,Group Stage,2014-10-21,H,FC Barcelona,Ajax Amsterdam,3:01,CF,24,2:00,Left-footed shot,Andres Iniesta,3,1,2,0
2014/15,UEFA Champions League,Group Stage,2014-11-05,A,FC Barcelona,Ajax Amsterdam,0:02,RW,36,0:01,Header,Marc Bartra,0,2,0,1
2014/15,UEFA Champions League,Group Stage,2014-11-05,A,FC Barcelona,Ajax Amsterdam,0:02,RW,76,0:02,Left-footed shot,Pedro,0,2,0,2
2014/15,LaLiga,12,2014-11-22,H,FC Barcelona,Sevilla FC,5:01,RW,21,1:00,Direct free kick,No assist,5,1,1,0
2014/15,LaLiga,12,2014-11-22,H,FC Barcelona,Sevilla FC,5:01,RW,73,4:01,Tap-in,Neymar,5,1,4,1
2014/15,LaLiga,12,2014-11-22,H,FC Barcelona,Sevilla FC,5:01,RW,78,5:01,Left-footed shot,Neymar,5,1,5,1
2014/15,UEFA Champions League,Group Stage,2014-11-25,A,FC Barcelona,APOEL Nicosia,0:04,CF ,38,0:02,Right-footed shot,Rafinha,0,4,0,2
2014/15,UEFA Champions League,Group Stage,2014-11-25,A,FC Barcelona,APOEL Nicosia,0:04,CF ,58,0:03,Right-footed shot,Dani Alves,0,4,0,3
2014/15,UEFA Champions League,Group Stage,2014-11-25,A,FC Barcelona,APOEL Nicosia,0:04,CF ,87,0:04,Right-footed shot,Pedro,0,4,0,4
2014/15,LaLiga,14,2014-12-07,H,FC Barcelona,RCD Espanyol Barcelona,5:01,RW,45+1,1:01,Left-footed shot,Xavi,5,1,1,1
2014/15,LaLiga,14,2014-12-07,H,FC Barcelona,RCD Espanyol Barcelona,5:01,RW,50,2:01,Right-footed shot,Luis Suarez,5,1,2,1
2014/15,LaLiga,14,2014-12-07,H,FC Barcelona,RCD Espanyol Barcelona,5:01,RW,81,5:01,Right-footed shot,Pedro,5,1,5,1
2014/15,UEFA Champions League,Group Stage,2014-12-10,H,FC Barcelona,Paris Saint-Germain,3:01,AM,19,1:01,Right-footed shot,Luis Suarez,3,1,1,1
2014/15,LaLiga,16,2014-12-20,H,FC Barcelona,CÃÂ³rdoba CF,5:00,RW,82,4:00,Right-footed shot,No assist,5,0,4,0
2014/15,LaLiga,16,2014-12-20,H,FC Barcelona,CÃÂ³rdoba CF,5:00,RW,90,5:00,Right-footed shot,No assist,5,0,5,0
2014/15,Copa del Rey,last 16,2015-01-08,H,FC Barcelona,Elche CF,5:00,RW ,45,3:00,Penalty,No assist,5,0,3,0
2014/15,LaLiga,18,2015-01-11,H,FC Barcelona,Atletico de Madrid,3:01,RW,87,3:01,Left-footed shot,No assist,3,1,3,1
2014/15,LaLiga,19,2015-01-18,A,FC Barcelona,Deportivo de La Coruaa,0:04,RW,11,0:01,Header,Ivan Rakitic,0,4,0,1
2014/15,LaLiga,19,2015-01-18,A,FC Barcelona,Deportivo de La Coruaa,0:04,RW,33,0:02,Left-footed shot,Luis Suarez,0,4,0,2
2014/15,LaLiga,19,2015-01-18,A,FC Barcelona,Deportivo de La Coruaa,0:04,RW,62,0:03,Left-footed shot,Ivan Rakitic,0,4,0,3
2014/15,Copa del Rey,Quarter-Finals,2015-01-21,H,FC Barcelona,Atletico de Madrid,1:00,RW ,85,1:00,Penalty rebound,No assist,1,0,1,0
2014/15,LaLiga,20,2015-01-24,A,FC Barcelona,Elche CF,0:06,CF,55,0:02,Penalty,No assist,0,6,0,2
2014/15,LaLiga,20,2015-01-24,A,FC Barcelona,Elche CF,0:06,CF,88,0:05,Left-footed shot,Marc Bartra,0,6,0,5
2014/15,LaLiga,21,2015-02-01,H,FC Barcelona,Villarreal CF,3:02,RW,55,3:02,Right-footed shot,Luis Suarez,3,2,3,2
2014/15,LaLiga,22,2015-02-08,A,FC Barcelona,Athletic Bilbao,2:05,RW,15,0:01,Direct free kick,No assist,2,5,0,1
2014/15,Copa del Rey,Semi-Finals,2015-02-11,H,FC Barcelona,Villarreal CF,3:01,RW,41,1:00,Left-footed shot,Luis Suarez,3,1,1,0
2014/15,LaLiga,23,2015-02-15,H,FC Barcelona,Levante UD,5:00,CF,38,2:00,Right-footed shot,Marc Bartra,5,0,2,0
2014/15,LaLiga,23,2015-02-15,H,FC Barcelona,Levante UD,5:00,CF,59,3:00,Right-footed shot,Pedro,5,0,3,0
2014/15,LaLiga,23,2015-02-15,H,FC Barcelona,Levante UD,5:00,CF,65,4:00,Penalty,No assist,5,0,4,0
2014/15,LaLiga,25,2015-02-28,A,FC Barcelona,Granada CF,1:03,RW,70,1:03,Right-footed shot,Luis Suarez,1,3,1,3
2014/15,LaLiga,26,2015-03-08,H,FC Barcelona,Rayo Vallecano,6:01,RW,56,3:00,Penalty,No assist,6,1,3,0
2014/15,LaLiga,26,2015-03-08,H,FC Barcelona,Rayo Vallecano,6:01,RW,63,4:00,Tap-in,No assist,6,1,4,0
2014/15,LaLiga,26,2015-03-08,H,FC Barcelona,Rayo Vallecano,6:01,RW,68,5:00,Left-footed shot,Pedro,6,1,5,0
2014/15,LaLiga,27,2015-03-14,A,FC Barcelona,SD Eibar,0:02,RW ,31,0:01,Penalty,No assist,0,2,0,1
2014/15,LaLiga,27,2015-03-14,A,FC Barcelona,SD Eibar,0:02,RW ,55,0:02,Header,Ivan Rakitic,0,2,0,2
2014/15,LaLiga,30,2015-04-08,H,FC Barcelona,UD Almera,4:00,RW,33,1:00,Left-footed shot,Marc Bartra,4,0,1,0
2014/15,LaLiga,31,2015-04-11,A,FC Barcelona,Sevilla FC,2:02,RW,15,0:01,Left-footed shot,Neymar,2,2,0,1
2014/15,LaLiga,32,2015-04-18,H,FC Barcelona,Valencia CF,2:00,RW,90+4,2:00,Left-footed shot,No assist,2,0,2,0
2014/15,LaLiga,33,2015-04-25,A,FC Barcelona,RCD Espanyol Barcelona,0:02,RW,25,0:02,Left-footed shot,Luis Suarez,0,2,0,2
2014/15,LaLiga,34,2015-04-28,H,FC Barcelona,Getafe CF,6:00,RW,9,1:00,Penalty,No assist,6,0,1,0
2014/15,LaLiga,34,2015-04-28,H,FC Barcelona,Getafe CF,6:00,RW,47,6:00,Left-footed shot,Luis Suarez,6,0,6,0
2014/15,LaLiga,35,2015-05-02,A,FC Barcelona,CÃÂ³rdoba CF,0:08,RW,47,0:03,Header,Dani Alves,0,8,0,3
2014/15,LaLiga,35,2015-05-02,A,FC Barcelona,CÃÂ³rdoba CF,0:08,RW,80,0:06,Left-footed shot,Luis Suarez,0,8,0,6
2014/15,UEFA Champions League,Semi-Finals,2015-05-06,H,FC Barcelona,Bayern Munich,3:00,RW,77,1:00,Left-footed shot,Dani Alves,3,0,1,0
2014/15,UEFA Champions League,Semi-Finals,2015-05-06,H,FC Barcelona,Bayern Munich,3:00,RW,80,2:00,Right-footed shot,Ivan Rakitic,3,0,2,0
2014/15,LaLiga,37,2015-05-17,A,FC Barcelona,Atletico de Madrid,0:01,RW,65,0:01,Left-footed shot,Pedro,0,1,0,1
2014/15,LaLiga,38,2015-05-23,H,FC Barcelona,Deportivo de La Coruaa,2:02,RW,5,1:00,Header,Rafinha,2,2,1,0
2014/15,LaLiga,38,2015-05-23,H,FC Barcelona,Deportivo de La Coruaa,2:02,RW,59,2:00,Right-footed shot,Neymar,2,2,2,0
2014/15,Copa del Rey,Final,2015-05-30,A,FC Barcelona,Athletic Bilbao,1:03,RW,20,0:01,Solo run,No assist,1,3,0,1
2014/15,Copa del Rey,Final,2015-05-30,A,FC Barcelona,Athletic Bilbao,1:03,RW,74,0:03,Left-footed shot,Dani Alves,1,3,0,3
2015/16,UEFA Super Cup,Final,2015-08-11,H,FC Barcelona,Sevilla FC,5:4 AET,RW,7,1:01,Direct free kick,No assist,5,0,1,1
