Season_Code,Competition_Name,Matchday_Number,Match_Date,Venue_HA,Team_Name,Opponent_Team,Match_Result,Player_Position,Goal_Minute,Score_When_Scored,Goal_Type,Goal_Assist_By,Full_Time_Home_Score,Full_Time_Away_Score,Score_Home,Score_Away
2015/16,UEFA Super Cup,Final,2015-08-11,H,FC Barcelona,Sevilla FC,5:4 AET,RW,16,2:01,Direct free kick,No assist,5,0,2,1
2015/16,Supercopa,final,2015-08-17,H,FC Barcelona,Athletic Bilbao,1:01,RW,43,1:00,Left-footed shot,Luis Suarez,1,1,1,0
2015/16,LaLiga,3,2015-09-12,A,FC Barcelona,Atletico de Madrid,1:02,RW,77,1:02,Left-footed shot,Luis Suarez,1,2,1,2
2015/16,LaLiga,4,2015-09-20,H,FC Barcelona,Levante UD,4:01,AM ,61,3:00,Penalty,No assist,4,1,3,0
2015/16,LaLiga,4,2015-09-20,H,FC Barcelona,Levante UD,4:01,AM ,90,4:01,Left-footed shot,Marc Bartra,4,1,4,1
2015/16,UEFA Champions League,Group Stage,2015-11-24,H,FC Barcelona,AS Roma,6:01,RW ,18,2:00,Left-footed shot,Luis Suarez,6,1,2,0
2015/16,UEFA Champions League,Group Stage,2015-11-24,H,FC Barcelona,AS Roma,6:01,RW ,60,5:00,Tap-in,No assist,6,1,5,0
2015/16,LaLiga,13,2015-11-28,H,FC Barcelona,Real Sociedad,4:00,RW,90+1,4:00,Left-footed shot,Neymar,4,0,4,0
2015/16,UEFA Champions League,Group Stage,2015-12-09,A,FC Barcelona,Bayer 04 Leverkusen,1:01,CF ,20,0:01,Right-footed shot,Ivan Rakitic,1,1,0,1
2015/16,LaLiga,15,2015-12-12,H,FC Barcelona,Deportivo de La Coruaa,2:02,RW,39,1:00,Direct free kick,No assist,2,2,1,0
2015/16,FIFA Club World Cup,Final,2015-12-20,A,FC Barcelona,CA River Plate,0:03,RW,36,0:01,Left-footed shot,Neymar,0,3,0,1
2015/16,LaLiga,17,2015-12-30,H,FC Barcelona,Real Betis Balompie,4:00,RW ,33,2:00,Right-footed shot,Neymar,4,0,2,0
2015/16,Copa del Rey,last 16,2016-01-06,H,FC Barcelona,RCD Espanyol Barcelona,4:01,RW,13,1:01,Left-footed shot,Andres Iniesta,4,1,1,1
2015/16,Copa del Rey,last 16,2016-01-06,H,FC Barcelona,RCD Espanyol Barcelona,4:01,RW,44,2:01,Direct free kick,No assist,4,1,2,1
2015/16,LaLiga,19,2016-01-09,H,FC Barcelona,Granada CF,4:00,RW ,8,1:00,Left-footed shot,Arda Turan,4,0,1,0
2015/16,LaLiga,19,2016-01-09,H,FC Barcelona,Granada CF,4:00,RW ,14,2:00,Left-footed shot,Luis Suarez,4,0,2,0
2015/16,LaLiga,19,2016-01-09,H,FC Barcelona,Granada CF,4:00,RW ,58,3:00,Tap-in,No assist,4,0,3,0
2015/16,LaLiga,20,2016-01-17,H,FC Barcelona,Athletic Bilbao,6:00,RW,7,1:00,Penalty,No assist,6,0,1,0
2015/16,LaLiga,21,2016-01-23,A,FC Barcelona,Malaga CF,1:02,RW,51,1:02,Left-footed shot,Adriano,1,2,1,2
2015/16,LaLiga,22,2016-01-30,H,FC Barcelona,Atletico de Madrid,2:01,RW,30,1:01,Left-footed shot,Jordi Alba,2,1,1,1
2015/16,Copa del Rey,Semi-Finals,2016-02-03,H,FC Barcelona,Valencia CF,7:00,RW,29,3:00,Left-footed shot,Neymar,7,0,3,0
2015/16,Copa del Rey,Semi-Finals,2016-02-03,H,FC Barcelona,Valencia CF,7:00,RW,59,4:00,Left-footed shot,Luis Suarez,7,0,4,0
2015/16,Copa del Rey,Semi-Finals,2016-02-03,H,FC Barcelona,Valencia CF,7:00,RW,74,5:00,Left-footed shot,No assist,7,0,5,0
2015/16,LaLiga,24,2016-02-14,H,FC Barcelona,Celta de Vigo,6:01,RW,28,1:00,Direct free kick,No assist,6,1,1,0
2015/16,LaLiga,16,2016-02-17,A,FC Barcelona,Sporting GijÃÂ³n,1:03,RW ,25,0:01,Left-footed shot,Luis Suarez,1,3,0,1
2015/16,LaLiga,16,2016-02-17,A,FC Barcelona,Sporting GijÃÂ³n,1:03,RW ,31,1:02,Left-footed shot,Luis Suarez,1,3,1,2
2015/16,UEFA Champions League,last 16,2016-02-23,A,FC Barcelona,Arsenal FC,0:02,RW,71,0:01,Left-footed shot,Neymar,0,2,0,1
2015/16,UEFA Champions League,last 16,2016-02-23,A,FC Barcelona,Arsenal FC,0:02,RW,83,0:02,Penalty,No assist,0,2,0,2
2015/16,LaLiga,26,2016-02-28,H,FC Barcelona,Sevilla FC,2:01,RW ,31,1:01,Direct free kick,No assist,2,1,1,1
2015/16,LaLiga,27,2016-03-03,A,FC Barcelona,Rayo Vallecano,1:05,RW,23,0:02,Left-footed shot,Neymar,1,5,0,2
2015/16,LaLiga,27,2016-03-03,A,FC Barcelona,Rayo Vallecano,1:05,RW,53,0:03,Left-footed shot,No assist,1,5,0,3
2015/16,LaLiga,27,2016-03-03,A,FC Barcelona,Rayo Vallecano,1:05,RW,72,1:04,Left-footed shot,Sergio Busquets,1,5,1,4
2015/16,LaLiga,28,2016-03-06,A,FC Barcelona,SD Eibar,0:04,RW ,42,0:02,Left-footed shot,Munir El Haddadi,0,4,0,2
2015/16,LaLiga,28,2016-03-06,A,FC Barcelona,SD Eibar,0:04,RW ,76,0:03,Penalty,No assist,0,4,0,3
2015/16,LaLiga,29,2016-03-12,H,FC Barcelona,Getafe CF,6:00,CF,41,4:00,Left-footed shot,Arda Turan,6,0,4,0
2015/16,UEFA Champions League,last 16,2016-03-16,H,FC Barcelona,Arsenal FC,3:01,RW,86,3:01,Left-footed shot,Neymar,3,1,3,1
2015/16,LaLiga,33,2016-04-17,H,FC Barcelona,Valencia CF,1:02,RW,63,1:02,Left-footed shot,Jordi Alba,1,2,1,2
2015/16,LaLiga,34,2016-04-20,A,FC Barcelona,Deportivo de La Coruaa,0:08,RW,73,0:06,Left-footed shot,Luis Suarez,0,8,0,6
2015/16,LaLiga,35,2016-04-23,H,FC Barcelona,Sporting GijÃÂ³n,6:00,RW,13,1:00,Header,No assist,6,0,1,0
2015/16,LaLiga,37,2016-05-08,H,FC Barcelona,RCD Espanyol Barcelona,5:00,RW,8,1:00,Direct free kick,No assist,5,0,1,0
2016/17,Supercopa,final,2016-08-17,H,FC Barcelona,Sevilla FC,3:00,RW ,55,3:00,Header,Lucas Digne,3,0,3,0
2016/17,LaLiga,1,2016-08-20,H,FC Barcelona,Real Betis Balompie,6:02,RW ,37,2:01,Left-footed shot,Sergi Roberto,6,2,2,1
2016/17,LaLiga,1,2016-08-20,H,FC Barcelona,Real Betis Balompie,6:02,RW ,58,5:01,Left-footed shot,Arda Turan,6,2,5,1
2016/17,UEFA Champions League,Group Stage,2016-09-13,H,FC Barcelona,Celtic FC,7:00,RW ,3,1:00,Left-footed shot,Neymar,7,0,1,0
2016/17,UEFA Champions League,Group Stage,2016-09-13,H,FC Barcelona,Celtic FC,7:00,RW ,27,2:00,Left-footed shot,Neymar,7,0,2,0
2016/17,UEFA Champions League,Group Stage,2016-09-13,H,FC Barcelona,Celtic FC,7:00,RW ,60,5:00,Left-footed shot,Luis Suarez,7,0,5,0
2016/17,LaLiga,4,2016-09-17,A,FC Barcelona,CD Leganes,1:05,RW,15,0:01,Left-footed shot,Luis Suarez,1,5,0,1
2016/17,LaLiga,4,2016-09-17,A,FC Barcelona,CD Leganes,1:05,RW,55,0:04,Penalty,No assist,1,5,0,4
2016/17,LaLiga,8,2016-10-15,H,FC Barcelona,Deportivo de La Coruaa,4:00,RW,58,4:00,Left-footed shot,Neymar,4,0,4,0
2016/17,UEFA Champions League,Group Stage,2016-10-19,H,FC Barcelona,Manchester City,4:00,RW,17,1:00,Left-footed shot,Andres Iniesta,4,0,1,0
2016/17,UEFA Champions League,Group Stage,2016-10-19,H,FC Barcelona,Manchester City,4:00,RW,61,2:00,Left-footed shot,Andres Iniesta,4,0,2,0
2016/17,UEFA Champions League,Group Stage,2016-10-19,H,FC Barcelona,Manchester City,4:00,RW,69,3:00,Left-footed shot,Luis Suarez,4,0,3,0
2016/17,LaLiga,9,2016-10-22,A,FC Barcelona,Valencia CF,2:03,RW,22,0:01,Left-footed shot,Ivan Rakitic,2,3,0,1
2016/17,LaLiga,9,2016-10-22,A,FC Barcelona,Valencia CF,2:03,RW,90+4,2:03,Penalty,No assist,2,3,2,3
2016/17,UEFA Champions League,Group Stage,2016-11-01,A,FC Barcelona,Manchester City,3:01,RW ,21,0:01,Left-footed shot,Neymar,3,1,0,1
2016/17,LaLiga,11,2016-11-06,A,FC Barcelona,Sevilla FC,1:02,RW ,43,1:01,Left-footed shot,Neymar,1,2,1,1
2016/17,UEFA Champions League,Group Stage,2016-11-23,A,FC Barcelona,Celtic FC,0:02,RW ,24,0:01,Left-footed shot,Neymar,0,2,0,1
2016/17,UEFA Champions League,Group Stage,2016-11-23,A,FC Barcelona,Celtic FC,0:02,RW ,55,0:02,Penalty,No assist,0,2,0,2
2016/17,LaLiga,13,2016-11-27,A,FC Barcelona,Real Sociedad,1:01,RW ,59,1:01,Left-footed shot,Neymar,1,1,1,1
2016/17,UEFA Champions League,Group Stage,2016-12-06,H,FC Barcelona,Borussia MÃÂ¶nchengladbach,4:00,RW,16,1:00,Left-footed shot,Arda Turan,4,0,1,0
2016/17,LaLiga,15,2016-12-10,A,FC Barcelona,CA Osasuna,0:03,RW,72,0:02,Left-footed shot,Jordi Alba,0,3,0,2
2016/17,LaLiga,15,2016-12-10,A,FC Barcelona,CA Osasuna,0:03,RW,90+2,0:03,Left-footed shot,Sergio Busquets,0,3,0,3
2016/17,LaLiga,16,2016-12-18,H,FC Barcelona,RCD Espanyol Barcelona,4:01,RW,90,4:01,Left-footed shot,Luis Suarez,4,1,4,1
2016/17,Copa del Rey,last 16,2017-01-05,A,FC Barcelona,Athletic Bilbao,2:01,RW,52,2:01,Direct free kick,No assist,2,1,2,1
2016/17,LaLiga,17,2017-01-08,A,FC Barcelona,Villarreal CF,1:01,RW,90,1:01,Direct free kick,No assist,1,1,1,1
2016/17,Copa del Rey,last 16,2017-01-11,H,FC Barcelona,Athletic Bilbao,3:01,RW,78,3:01,Direct free kick,No assist,3,1,3,1
2016/17,LaLiga,18,2017-01-14,H,FC Barcelona,UD Las Palmas,5:00,RW ,52,2:00,Right-footed shot,No assist,5,0,2,0
2016/17,LaLiga,19,2017-01-22,A,FC Barcelona,SD Eibar,0:04,RW ,50,0:02,Left-footed shot,Luis Suarez,0,4,0,2
2016/17,Copa del Rey,Quarter-Finals,2017-01-26,H,FC Barcelona,Real Sociedad,5:02,RW ,55,2:00,Penalty,No assist,5,2,2,0
2016/17,Copa del Rey,Semi-Finals,2017-02-01,A,FC Barcelona,Atletico de Madrid,1:02,RW ,33,0:02,Left-footed shot,Ivan Rakitic,1,2,0,2
2016/17,LaLiga,21,2017-02-04,H,FC Barcelona,Athletic Bilbao,3:00,RW ,40,2:00,Direct free kick,No assist,3,0,2,0
2016/17,LaLiga,22,2017-02-11,A,FC Barcelona,Deportivo Alaves,0:06,RW ,59,0:03,Left-footed shot,Neymar,0,6,0,3
2016/17,LaLiga,23,2017-02-19,H,FC Barcelona,CD Leganes,2:01,RW,4,1:00,Right-footed shot,Luis Suarez,2,1,1,0
2016/17,LaLiga,23,2017-02-19,H,FC Barcelona,CD Leganes,2:01,RW,90,2:01,Penalty,No assist,2,1,2,1
2016/17,LaLiga,24,2017-02-26,A,FC Barcelona,Atletico de Madrid,1:02,RW,86,1:02,Left-footed shot,No assist,1,2,1,2
2016/17,LaLiga,25,2017-03-01,H,FC Barcelona,Sporting GijÃÂ³n,6:01,RW ,9,1:00,Header,Javier Mascherano,6,1,1,0
2016/17,LaLiga,26,2017-03-04,H,FC Barcelona,Celta de Vigo,5:00,AM ,24,1:00,Left-footed shot,Sergio Busquets,5,0,1,0
2016/17,LaLiga,26,2017-03-04,H,FC Barcelona,Celta de Vigo,5:00,AM ,64,5:00,Left-footed shot,No assist,5,0,5,0
2016/17,UEFA Champions League,last 16,2017-03-08,H,FC Barcelona,Paris Saint-Germain,6:01,AM,50,3:00,Penalty,No assist,6,1,3,0
2016/17,LaLiga,28,2017-03-19,H,FC Barcelona,Valencia CF,4:02,AM,45,2:01,Penalty,No assist,4,2,2,1
2016/17,LaLiga,28,2017-03-19,H,FC Barcelona,Valencia CF,4:02,AM,53,3:02,Right-footed shot,Javier Mascherano,4,2,3,2
2016/17,LaLiga,30,2017-04-05,H,FC Barcelona,Sevilla FC,3:00,RW,28,2:00,Right-footed shot,Luis Suarez,3,0,2,0
2016/17,LaLiga,30,2017-04-05,H,FC Barcelona,Sevilla FC,3:00,RW,33,3:00,Left-footed shot,No assist,3,0,3,0
2016/17,LaLiga,32,2017-04-15,H,FC Barcelona,Real Sociedad,3:02,RW ,17,1:00,Left-footed shot,Luis Suarez,3,2,1,0
2016/17,LaLiga,32,2017-04-15,H,FC Barcelona,Real Sociedad,3:02,RW ,37,2:00,Tap-in,No assist,3,2,2,0
2016/17,LaLiga,33,2017-04-23,A,FC Barcelona,Real Madrid,2:03,RW,33,1:01,Left-footed shot,Ivan Rakitic,2,3,1,1
2016/17,LaLiga,33,2017-04-23,A,FC Barcelona,Real Madrid,2:03,RW,90+2,2:03,Left-footed shot,Jordi Alba,2,3,2,3
2016/17,LaLiga,34,2017-04-26,H,FC Barcelona,CA Osasuna,7:01,AM ,12,1:00,Left-footed shot,No assist,7,1,1,0
2016/17,LaLiga,34,2017-04-26,H,FC Barcelona,CA Osasuna,7:01,AM ,61,4:01,Left-footed shot,Ivan Rakitic,7,1,4,1
2016/17,LaLiga,36,2017-05-06,H,FC Barcelona,Villarreal CF,4:01,RW,45,2:01,Left-footed shot,Sergio Busquets,4,1,2,1
2016/17,LaLiga,36,2017-05-06,H,FC Barcelona,Villarreal CF,4:01,RW,82,4:01,Penalty,No assist,4,1,4,1
2016/17,LaLiga,38,2017-05-21,H,FC Barcelona,SD Eibar,4:02,RW,75,3:02,Penalty,No assist,4,2,3,2
2016/17,LaLiga,38,2017-05-21,H,FC Barcelona,SD Eibar,4:02,RW,90+2,4:02,Right-footed shot,No assist,4,2,4,2
2016/17,Copa del Rey,Final,2017-05-27,H,FC Barcelona,Deportivo Alaves,3:01,RW,30,1:00,Left-footed shot,Neymar,3,1,1,0
2017/18,Supercopa,final,2017-08-13,H,FC Barcelona,Real Madrid,1:03,RW,77,1:01,Penalty,No assist,1,3,1,1
2017/18,LaLiga,2,2017-08-26,A,FC Barcelona,Deportivo Alaves,0:02,CF,55,0:01,Left-footed shot,Jordi Alba,0,2,0,1
2017/18,LaLiga,2,2017-08-26,A,FC Barcelona,Deportivo Alaves,0:02,CF,66,0:02,Left-footed shot,Paco Alcacer,0,2,0,2
2017/18,LaLiga,3,2017-09-09,H,FC Barcelona,RCD Espanyol Barcelona,5:00,CF,26,1:00,Left-footed shot,Ivan Rakitic,5,0,1,0
2017/18,LaLiga,3,2017-09-09,H,FC Barcelona,RCD Espanyol Barcelona,5:00,CF,35,2:00,Right-footed shot,Jordi Alba,5,0,2,0
2017/18,LaLiga,3,2017-09-09,H,FC Barcelona,RCD Espanyol Barcelona,5:00,CF,67,3:00,Left-footed shot,Jordi Alba,5,0,3,0
2017/18,UEFA Champions League,Group Stage,2017-09-12,H,FC Barcelona,Juventus FC,3:00,CF,45,1:00,Left-footed shot,Luis Suarez,3,0,1,0
2017/18,UEFA Champions League,Group Stage,2017-09-12,H,FC Barcelona,Juventus FC,3:00,CF,69,3:00,Left-footed shot,No assist,3,0,3,0
2017/18,LaLiga,5,2017-09-19,H,FC Barcelona,SD Eibar,6:01,CF,21,1:00,Penalty,No assist,6,1,1,0
2017/18,LaLiga,5,2017-09-19,H,FC Barcelona,SD Eibar,6:01,CF,59,4:01,Left-footed shot,Sergio Busquets,6,1,4,1
2017/18,LaLiga,5,2017-09-19,H,FC Barcelona,SD Eibar,6:01,CF,62,5:01,Left-footed shot,Paulinho,6,1,5,1
2017/18,LaLiga,5,2017-09-19,H,FC Barcelona,SD Eibar,6:01,CF,87,6:01,Left-footed shot,Aleix Vidal,6,1,6,1
2017/18,LaLiga,7,2017-10-01,H,FC Barcelona,UD Las Palmas,3:00,SS,70,2:00,Left-footed shot,Denis Suarez,3,0,2,0
2017/18,LaLiga,7,2017-10-01,H,FC Barcelona,UD Las Palmas,3:00,SS,77,3:00,Left-footed shot,Luis Suarez,3,0,3,0
2017/18,UEFA Champions League,Group Stage,2017-10-18,H,FC Barcelona,Olympiacos Piraeus,3:01,CF,61,2:00,Direct free kick,No assist,3,1,2,0
2017/18,LaLiga,10,2017-10-28,A,FC Barcelona,Athletic Bilbao,0:02,SS ,37,0:01,Left-footed shot,Jordi Alba,0,2,0,1
2017/18,LaLiga,14,2017-12-02,H,FC Barcelona,Celta de Vigo,2:02,SS,22,1:01,Left-footed shot,Paulinho,2,2,1,1
2017/18,LaLiga,15,2017-12-10,A,FC Barcelona,Villarreal CF,0:02,RW ,83,0:02,Left-footed shot,Sergio Busquets,0,2,0,2
2017/18,LaLiga,17,2017-12-23,A,FC Barcelona,Real Madrid,0:03,SS,64,0:02,Penalty,No assist,0,3,0,2
2017/18,LaLiga,18,2018-01-07,H,FC Barcelona,Levante UD,3:00,SS,12,1:00,Left-footed shot,Jordi Alba,3,0,1,0
2017/18,Copa del Rey,last 16,2018-01-11,H,FC Barcelona,Celta de Vigo,5:00,SS,13,1:00,Left-footed shot,Jordi Alba,5,0,1,0
2017/18,Copa del Rey,last 16,2018-01-11,H,FC Barcelona,Celta de Vigo,5:00,SS,15,2:00,Left-footed shot,Jordi Alba,5,0,2,0
2017/18,LaLiga,19,2018-01-14,A,FC Barcelona,Real Sociedad,2:04,SS ,85,2:04,Direct free kick,No assist,2,4,2,4
2017/18,LaLiga,20,2018-01-21,A,FC Barcelona,Real Betis Balompie,0:05,SS ,64,0:02,Left-footed shot,Sergio Busquets,0,5,0,2
2017/18,LaLiga,20,2018-01-21,A,FC Barcelona,Real Betis Balompie,0:05,SS ,80,0:04,Left-footed shot,Luis Suarez,0,5,0,4
2017/18,Copa del Rey,Quarter-Finals,2018-01-25,H,FC Barcelona,RCD Espanyol Barcelona,2:00,SS,25,2:00,Deflected shot on goal,No assist,2,0,2,0
2017/18,LaLiga,21,2018-01-28,H,FC Barcelona,Deportivo Alaves,2:01,SS,84,2:01,Direct free kick,No assist,2,1,2,1
2017/18,UEFA Champions League,last 16,2018-02-20,A,FC Barcelona,Chelsea FC,1:01,SS,75,1:01,Left-footed shot,Andres Iniesta,1,1,1,1
2017/18,LaLiga,25,2018-02-24,H,FC Barcelona,Girona FC,6:01,SS ,30,2:01,Left-footed shot,Luis Suarez,6,1,2,1
2017/18,LaLiga,25,2018-02-24,H,FC Barcelona,Girona FC,6:01,SS ,36,3:01,Direct free kick,No assist,6,1,3,1
2017/18,LaLiga,26,2018-03-01,A,FC Barcelona,UD Las Palmas,1:01,SS,21,0:01,Direct free kick,No assist,1,1,0,1
2017/18,LaLiga,27,2018-03-04,H,FC Barcelona,Atletico de Madrid,1:00,SS,26,1:00,Direct free kick,No assist,1,0,1,0
2017/18,UEFA Champions League,last 16,2018-03-14,H,FC Barcelona,Chelsea FC,3:00,SS,3,1:00,Right-footed shot,Luis Suarez,3,0,1,0
2017/18,UEFA Champions League,last 16,2018-03-14,H,FC Barcelona,Chelsea FC,3:00,SS,63,3:00,Left-footed shot,Luis Suarez,3,0,3,0
2017/18,LaLiga,29,2018-03-18,H,FC Barcelona,Athletic Bilbao,2:00,SS ,30,2:00,Left-footed shot,Ousmane Dembele,2,0,2,0
2017/18,LaLiga,30,2018-03-31,A,FC Barcelona,Sevilla FC,2:02,RW,89,2:02,Left-footed shot,Philippe Coutinho,2,2,2,2
2017/18,LaLiga,31,2018-04-07,H,FC Barcelona,CD Leganes,3:01,SS ,27,1:00,Direct free kick,No assist,3,1,1,0
2017/18,LaLiga,31,2018-04-07,H,FC Barcelona,CD Leganes,3:01,SS ,32,2:00,Left-footed shot,Philippe Coutinho,3,1,2,0
2017/18,LaLiga,31,2018-04-07,H,FC Barcelona,CD Leganes,3:01,SS ,87,3:01,Left-footed shot,Ousmane Dembele,3,1,3,1
2017/18,Copa del Rey,Final,2018-04-21,A,FC Barcelona,Sevilla FC,0:05,SS,31,0:02,Left-footed shot,Jordi Alba,0,5,0,2
2017/18,LaLiga,35,2018-04-29,A,FC Barcelona,Deportivo de La Coruaa,2:04,CF ,38,0:02,Left-footed shot,Luis Suarez,2,4,0,2
2017/18,LaLiga,35,2018-04-29,A,FC Barcelona,Deportivo de La Coruaa,2:04,CF ,82,2:03,Right-footed shot,Luis Suarez,2,4,2,3
2017/18,LaLiga,35,2018-04-29,A,FC Barcelona,Deportivo de La Coruaa,2:04,CF ,85,2:04,Left-footed shot,Luis Suarez,2,4,2,4
2017/18,LaLiga,36,2018-05-06,H,FC Barcelona,Real Madrid,2:02,SS,52,2:01,Left-footed shot,Luis Suarez,2,2,2,1
2017/18,LaLiga,34,2018-05-09,H,FC Barcelona,Villarreal CF,5:01,CF,45,3:00,Left-footed shot,Andres Iniesta,5,1,3,0
2018/19,LaLiga,1,2018-08-18,H,FC Barcelona,Deportivo Alaves,3:00,RW ,64,1:00,Direct free kick,No assist,3,0,1,0
2018/19,LaLiga,1,2018-08-18,H,FC Barcelona,Deportivo Alaves,3:00,RW ,90+2,3:00,Left-footed shot,Luis Suarez,3,0,3,0
2018/19,LaLiga,3,2018-09-02,H,FC Barcelona,SD Huesca,8:02,RW ,16,1:01,Right-footed shot,Ivan Rakitic,8,2,1,1
2018/19,LaLiga,3,2018-09-02,H,FC Barcelona,SD Huesca,8:02,RW ,61,6:02,Left-footed shot,Philippe Coutinho,8,2,6,2
2018/19,UEFA Champions League,Group Stage,2018-09-18,H,FC Barcelona,PSV Eindhoven,4:00,RW ,31,1:00,Direct free kick,No assist,4,0,1,0
2018/19,UEFA Champions League,Group Stage,2018-09-18,H,FC Barcelona,PSV Eindhoven,4:00,RW ,77,3:00,Left-footed shot,Ivan Rakitic,4,0,3,0
2018/19,UEFA Champions League,Group Stage,2018-09-18,H,FC Barcelona,PSV Eindhoven,4:00,RW ,87,4:00,Right-footed shot,Luis Suarez,4,0,4,0
2018/19,LaLiga,5,2018-09-23,H,FC Barcelona,Girona FC,2:02,RW ,19,1:00,Left-footed shot,Arturo Vidal,2,2,1,0
2018/19,UEFA Champions League,Group Stage,2018-10-03,A,FC Barcelona,Tottenham Hotspur,2:04,RW ,56,1:03,Left-footed shot,Jordi Alba,2,4,1,3
2018/19,UEFA Champions League,Group Stage,2018-10-03,A,FC Barcelona,Tottenham Hotspur,2:04,RW ,90,2:04,Left-footed shot,Jordi Alba,2,4,2,4
2018/19,LaLiga,8,2018-10-07,A,FC Barcelona,Valencia CF,1:01,RW ,23,1:01,Left-footed shot,Luis Suarez,1,1,1,1
2018/19,LaLiga,9,2018-10-20,H,FC Barcelona,Sevilla FC,4:02,RW ,12,2:00,Left-footed shot,Luis Suarez,4,2,2,0
2018/19,LaLiga,12,2018-11-11,H,FC Barcelona,Real Betis Balompie,3:04,SS ,68,1:02,Penalty,No assist,3,4,1,2
2018/19,LaLiga,12,2018-11-11,H,FC Barcelona,Real Betis Balompie,3:04,SS ,90+4,3:04,Left-footed shot,Arturo Vidal,3,4,3,4
2018/19,UEFA Champions League,Group Stage,2018-11-28,A,FC Barcelona,PSV Eindhoven,1:02,CF ,61,0:01,Left-footed shot,Ousmane Dembele,1,2,0,1
2018/19,LaLiga,15,2018-12-08,A,FC Barcelona,RCD Espanyol Barcelona,0:04,RW ,17,0:01,Direct free kick,No assist,0,4,0,1
2018/19,LaLiga,15,2018-12-08,A,FC Barcelona,RCD Espanyol Barcelona,0:04,RW ,65,0:04,Direct free kick,No assist,0,4,0,4
2018/19,LaLiga,16,2018-12-16,A,FC Barcelona,Levante UD,0:05,SS ,43,0:02,Right-footed shot,Sergio Busquets,0,5,0,2
2018/19,LaLiga,16,2018-12-16,A,FC Barcelona,Levante UD,0:05,SS ,47,0:03,Left-footed shot,No assist,0,5,0,3
2018/19,LaLiga,16,2018-12-16,A,FC Barcelona,Levante UD,0:05,SS ,60,0:04,Left-footed shot,Arturo Vidal,0,5,0,4
2018/19,LaLiga,17,2018-12-22,H,FC Barcelona,Celta de Vigo,2:00,RW ,45,2:00,Left-footed shot,Jordi Alba,2,0,2,0
2018/19,LaLiga,18,2019-01-06,A,FC Barcelona,Getafe CF,1:02,RW ,20,0:01,Left-footed shot,No assist,1,2,0,1
2018/19,LaLiga,19,2019-01-13,H,FC Barcelona,SD Eibar,3:00,RW ,53,2:00,Left-footed shot,Luis Suarez,3,0,2,0
2018/19,Copa del Rey,last 16,2019-01-17,H,FC Barcelona,Levante UD,3:00,CF ,54,3:00,Left-footed shot,Nelson Semedo,3,0,3,0
2018/19,LaLiga,20,2019-01-20,H,FC Barcelona,CD Leganes,3:01,SS,90+2,3:01,Right-footed shot,Jordi Alba,3,1,3,1
2018/19,LaLiga,21,2019-01-27,A,FC Barcelona,Girona FC,0:02,RW ,69,0:02,Left-footed shot,Jordi Alba,0,2,0,2
2018/19,Copa del Rey,Quarter-Finals,2019-01-30,H,FC Barcelona,Sevilla FC,6:01,RW ,90+2,6:01,Left-footed shot,Jordi Alba,6,1,6,1
2018/19,LaLiga,22,2019-02-02,H,FC Barcelona,Valencia CF,2:02,RW ,39,1:02,Penalty,No assist,2,2,1,2
2018/19,LaLiga,22,2019-02-02,H,FC Barcelona,Valencia CF,2:02,RW ,64,2:02,Left-footed shot,Arturo Vidal,2,2,2,2
2018/19,LaLiga,24,2019-02-16,H,FC Barcelona,Real Valladolid CF,1:00,RW ,43,1:00,Penalty,No assist,1,0,1,0
2018/19,LaLiga,25,2019-02-23,A,FC Barcelona,Sevilla FC,2:04,RW ,26,1:01,Left-footed shot,Ivan Rakitic,2,4,1,1
2018/19,LaLiga,25,2019-02-23,A,FC Barcelona,Sevilla FC,2:04,RW ,67,2:02,Right-footed shot,Ousmane Dembele,2,4,2,2
2018/19,LaLiga,25,2019-02-23,A,FC Barcelona,Sevilla FC,2:04,RW ,85,2:03,Left-footed shot,No assist,2,4,2,3
2018/19,LaLiga,27,2019-03-09,H,FC Barcelona,Rayo Vallecano,3:01,RW ,51,2:01,Penalty,No assist,3,1,2,1
2018/19,UEFA Champions League,last 16,2019-03-13,H,FC Barcelona,Olympique Lyon,5:01,RW ,18,1:00,Penalty,No assist,5,1,1,0
2018/19,UEFA Champions League,last 16,2019-03-13,H,FC Barcelona,Olympique Lyon,5:01,RW ,78,3:01,Right-footed shot,Sergio Busquets,5,1,3,1
2018/19,LaLiga,28,2019-03-17,A,FC Barcelona,Real Betis Balompie,1:04,SS ,18,0:01,Direct free kick,No assist,1,4,0,1
2018/19,LaLiga,28,2019-03-17,A,FC Barcelona,Real Betis Balompie,1:04,SS ,45+2,0:02,Left-footed shot,Luis Suarez,1,4,0,2
2018/19,LaLiga,28,2019-03-17,A,FC Barcelona,Real Betis Balompie,1:04,SS ,85,1:04,Left-footed shot,Ivan Rakitic,1,4,1,4
2018/19,LaLiga,29,2019-03-30,H,FC Barcelona,RCD Espanyol Barcelona,2:00,RW ,71,1:00,Direct free kick,No assist,2,0,1,0
2018/19,LaLiga,29,2019-03-30,H,FC Barcelona,RCD Espanyol Barcelona,2:00,RW ,89,2:00,Left-footed shot,Malcom,2,0,2,0
2018/19,LaLiga,30,2019-04-02,A,FC Barcelona,Villarreal CF,4:04,RW,90,4:03,Direct free kick,No assist,4,4,4,3
2018/19,LaLiga,31,2019-04-06,H,FC Barcelona,Atletico de Madrid,2:00,SS ,87,2:00,Left-footed shot,No assist,2,0,2,0
